task_name,count,pct
"provide information, technical assistance, or training to supervisors, managers, or employees on topics such as employee supervision, hiring, grievance procedures, or staff development.",244.0,0.024399999999999998
"provide instructions to clients on how to obtain help with legal, financial, and other personal issues.",143.0,0.0143
provide instructions to patients or family members concerning diagnoses or treatment plans.,92.0,0.0092
provide instructors with assistance in the use of audiovisual equipment.,47.0,0.004699999999999999
"provide logistics technology or information for effective and efficient support of product, equipment, or system manufacturing or service.",27.0,0.0026999999999999997
"provide management with information or training related to interviewing, performance appraisals, counseling techniques, or documentation of performance issues.",33.0,0.0033000000000000004
provide media commentary or criticism related to public policy and political issues and events.,28.0,0.0028
provide new-employee health and safety orientations and develop materials for these presentations.,23.0,0.0023
"provide occupational, educational, and other information to individuals so that they can make educational and vocational plans.",3774.0,0.3774
provide ophthalmic consultation to other medical professionals.,22.0,0.0022
provide or coordinate troubleshooting support for data warehouses.,272.0,0.0272
provide passengers with information about the local area and points of interest or give advice on hotels and restaurants.,33.0,0.0033000000000000004
"provide patients and families with emotional support and instruction in areas such as caring for infants, preparing healthy meals, living independently, or adapting to disability or illness.",44.0,0.0044
provide patients or caregivers with assistance in locating health care resources.,270.0,0.027
"provide patients undergoing eye surgeries, such as cataract and laser vision correction, with pre- and post-operative care.",17.0,0.0017
"provide patients with direct family planning services such as inserting intrauterine devices, dispensing oral contraceptives, and fitting cervical barriers including cervical caps or diaphragms.",27.0,0.0026999999999999997
"provide patients with help moving in and out of beds, baths, wheelchairs, or automobiles and with dressing and grooming.",17.0,0.0017
"provide patients with information about the inheritance of conditions such as breast, ovarian, prostate and colon cancer; cardiovascular disease; alzheimer's disease; and diabetes.",36.0,0.0036
"provide patients with information needed to promote health, reduce risk factors, or prevent disease or disability.",192.0,0.019200000000000002
provide performers with makeup removal assistance after performances have been completed.,23.0,0.0023
provide postoperative instructions prescribed by dentist.,21.0,0.0021
provide postpartum patients with contraceptive and family planning information.,51.0,0.0051
"provide primary health care, including pregnancy and childbirth, to women.",20.0,0.002
"provide private instruction to individual or small groups of students to improve academic performance, improve occupational skills, or prepare for academic or occupational tests.",8526.0,0.8526
"provide product information, using lectures, films, charts, or slide shows.",96.0,0.009600000000000001
provide professional consulting services to government or industry.,1656.0,0.1656
"provide professional consulting services to government, educational institutions, or industry.",1341.0,0.1341
"provide program information to the public by preparing and presenting press releases, conducting media campaigns, or maintaining program-related web sites.",17.0,0.0017
"provide project management services, including the provision and analysis of technical data.",17.0,0.0017
provide psychological or administrative services and advice to private firms and community agencies regarding mental health programs or individual cases.,174.0,0.0174
"provide public education and consultation to other professionals or groups regarding counseling services, issues, and methods.",116.0,0.0116
provide reference services and assistance for users needing archival materials.,131.0,0.0131
"provide regulatory guidance to departments or development project teams regarding design, development, evaluation, or marketing of products.",97.0,0.0097
provide requested information on students' progress and the development of case plans.,48.0,0.0048000000000000004
provide road information to assist motorists.,218.0,0.0218
"provide scientific or technical guidance or expertise to scientists, engineers, technologists, technicians, or others, using knowledge of chemical, analytical, or biological processes as applied to micro and nanoscale systems.",162.0,0.0162
"provide services to customers, such as order placement or account information.",114.0,0.0114
provide special services such as investment banking for clients with more specialized needs.,15.0,0.0015
"provide specialized services to help patients manage conditions such as diabetes, asthma, smoking cessation, or high blood pressure.",27.0,0.0026999999999999997
"provide staff and users with assistance solving computer related problems, such as malfunctions and program problems.",65.0,0.0065
provide staff with assistance in performing difficult or complicated duties.,70.0,0.006999999999999999
"provide statistical and computational tools for biologically based activities such as genetic analysis, measurement of gene expression, and gene function determination.",180.0,0.018000000000000002
provide statistical modeling advice to other departments.,23.0,0.0023
"provide students with information on such topics as college degree programs and admission requirements, financial aid opportunities, trade and technical schools, and apprenticeship programs.",530.0,0.053
"provide support and information to functional areas such as marketing, clinical monitoring, and medical affairs.",26.0,0.0026
provide support to technical sales staff regarding product characteristics.,33.0,0.0033000000000000004
"provide supportive materials for exhibits and displays, such as press kits and advertising, posters, brochures, catalogues, and invitations and publicity notices.",16.0,0.0015999999999999999
provide system design and integration recommendations.,449.0,0.0449
provide technical advice and guidance to organizations on how to handle health-related problems and make needed changes.,19.0,0.0019000000000000002
"provide technical advice on the use of current instructional technologies, including computer-based training, desktop videoconferencing, multimedia, and distance learning technologies.",1367.0,0.1367
"provide technical advice to industrial or managerial personnel regarding design, construction, or program modifications or structural repairs.",76.0,0.007600000000000001
"provide technical and non-technical support and services to clients or other staff members regarding the use, operation, and maintenance of equipment.",274.0,0.0274
"provide technical assistance in resolving electrical engineering problems encountered before, during, or after construction.",116.0,0.0116
"provide technical assistance to installers, technicians, or other solar professionals in areas such as solar electric systems, solar thermal systems, electrical systems, and mechanical systems.",68.0,0.0068
provide technical customer service.,192.0,0.019200000000000002
provide technical expertise in geographic information systems (gis) technology to clients or users.,77.0,0.0077
provide technical expertise or support related to manufacturing.,71.0,0.0071
provide technical guidance or support for the development or troubleshooting of systems.,1838.0,0.1838
"provide technical guidance or support to customers on topics such as nanosystem start-up, maintenance, or use.",65.0,0.0065
"provide technical information about solar power, solar systems, equipment, and services to potential customers or dealers.",75.0,0.0075
"provide technical information about test results to physicians, family members, or researchers.",83.0,0.0083
provide technical or administrative support for sustainability programs or issues.,44.0,0.0044
"provide technical or logistical support to users of distance learning classrooms, equipment, web sites, or services.",41.0,0.0041
provide technical or scientific guidance to technical staff in the conduct of biofuels research or development.,89.0,0.0089
provide technical support during software installation or configuration.,18.0,0.0018
provide technical support for computer-based geographic information systems (gis) mapping software.,73.0,0.0073
"provide technical support for existing reports, dashboards, or other tools.",81.0,0.0081
provide technical support for radio frequency identification device (rfid) technology.,42.0,0.0042
provide technical support for robotic systems.,330.0,0.033
provide technical support on water resource or treatment issues to government agencies.,34.0,0.0034
provide technical support or assistance to chemists or engineers.,287.0,0.0287
provide technical support or instruction to staff or customers regarding electronics equipment standards.,179.0,0.0179
provide technical support to clients in the implementation of designed instruction or in task analyses and instructional systems design.,325.0,0.0325
"provide technical support to designers, marketing and sales departments, suppliers, engineers and other team members throughout the product development and implementation process.",16.0,0.0015999999999999999
provide technical support to junior staff or clients.,148.0,0.014799999999999999
"provide technical support to users or clients regarding the maintenance, development, or operation of geographic information systems (gis) databases, equipment, or applications.",148.0,0.014799999999999999
"provide the musical background for live shows such as ballets, operas, musical theatre, and cabarets.",29.0,0.0029
"provide tourists with assistance in obtaining permits and documents such as visas, passports, and health certificates, and in converting currency.",44.0,0.0044
provide training and supervision in therapy techniques and objectives for students or nurses and other medical staff.,27.0,0.0026999999999999997
"provide training direction, encouragement, motivation, and nutritional advice to prepare athletes for games, competitive events, or tours.",170.0,0.017
provide training or technical assistance in web site implementation or use.,112.0,0.0112
"provide user applications or engineering support or recommendations for new or existing equipment with regard to installation, upgrades, or enhancements.",97.0,0.0097
provide user support by diagnosing network and device problems and implementing technical or procedural solutions.,43.0,0.0043
provide users with technical support for computer problems.,121.0,0.0121
"provide, or refer patients to other providers for, education or counseling on topics such as genetic testing, newborn care, contraception, and breastfeeding.",195.0,0.0195
"publish educational information for other pharmacists, doctors, or patients.",46.0,0.0046
purchase new or used items from online or physical sources for resale via retail or auction web site.,36.0,0.0036
"purchase or negotiate placement of listings in local search engines, directories, or digital mapping technologies.",58.0,0.0058
quantify energy consumption to establish baselines for energy use or need.,24.0,0.0024000000000000002
"quote prices, credit terms, or other bid specifications.",30.0,0.003
"read and analyze incoming memos, submissions, and reports to determine their significance and plan their distribution.",15.0,0.0015
read and effectively interpret small-scale maps and information from a computer screen to determine locations and provide directions.,123.0,0.0123
"read and interpret blueprints, schematics, work specifications, drawings, or charts.",42.0,0.0042
"read and interpret blueprints, technical drawings, schematics, or computer-generated reports.",17.0,0.0017
"read and interpret electronic circuit diagrams, function block diagrams, specifications, engineering drawings, and service manuals.",55.0,0.0055000000000000005
"read and interpret maintenance manuals, service bulletins, and other specifications to determine the feasibility and method of repairing or replacing malfunctioning or damaged components.",32.0,0.0031999999999999997
read and interpret maps to determine vehicle routes.,50.0,0.005
"read and interpret schematic drawings, diagrams, blueprints, specifications, work orders, or reports to determine materials requirements or assembly instructions.",23.0,0.0023
read blueprints and specifications to determine job requirements.,26.0,0.0026
"read blueprints or other specifications to determine methods of installation, work procedures, or material or tool requirements.",73.0,0.0073
"read blueprints to determine location, size, capacity, and type of components needed to build refrigeration system.",15.0,0.0015
"read blueprints, illustrations, or specifications to determine layouts, sequences of operations, or identities or relationships of parts.",28.0,0.0028
"read blueprints, schematics, diagrams, or technical orders to determine methods and sequences of assembly.",16.0,0.0015999999999999999
read corporate reports and calculate ratios to determine best prospects for profit on stock purchases.,27.0,0.0026999999999999997
"read current literature, attend meetings or conferences, and talk with colleagues to keep abreast of methodological or conceptual developments in fields such as biostatistics, pharmacology, life sciences, and social sciences.",117.0,0.0117
"read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in genetics.",138.0,0.0138
"read current scientific or trade literature to stay abreast of scientific, industrial, or technological advances.",146.0,0.0146
read documents on pleadings and motions to ascertain facts and issues.,66.0,0.006600000000000001
"read food order slips or receive verbal instructions as to food required by patron, and prepare and cook food according to instructions.",237.0,0.0237
"read from sacred texts such as the bible, torah, or koran.",2469.0,0.24689999999999998
"read from scripts or books to narrate action or to inform or entertain audiences, utilizing few or no stage props.",99.0,0.009899999999999999
"read gauges or charts, and record data obtained.",18.0,0.0018
read incoming correspondence to ascertain nature of writers' concerns and to determine disposition of correspondence.,21.0,0.0021
"read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",4796.0,0.47959999999999997
read maps and follow written and verbal geographic directions.,136.0,0.0136
"read material to determine index items and arrange them alphabetically or topically, indicating page or chapter location.",28.0,0.0028
"read plans, instructions, or specifications to determine work activities.",22.0,0.0022
"read publications, attend showings, and study competing products and design styles and motifs to obtain perspective and generate design concepts.",157.0,0.0157
read scripts and confer with producers to determine the types and numbers of performers required for a given production.,98.0,0.0098
read scripts and consult directors and other production staff to develop design concepts and plan productions.,204.0,0.0204
"read scripts in order to determine location, set, and design requirements.",38.0,0.0038000000000000004
read service guides to find information needed to perform repairs.,27.0,0.0026999999999999997
"read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners.",62.0,0.006200000000000001
"read specifications or blueprints to determine the locations, quantities, or sizes of materials required.",48.0,0.0048000000000000004
"read specifications, blueprints, and work orders to determine setups, temperatures, and time settings required to mold, form, or cast plastic materials, as well as to plan production sequences.",21.0,0.0021
"read specifications, such as blueprints, charts, or schematics, to determine machine settings or adjustments.",59.0,0.0059
"read specifications, such as blueprints, to determine construction requirements or to plan procedures.",37.0,0.0036999999999999997
read technical literature and participate in continuing education or professional associations to maintain awareness of current database technology and best practices.,371.0,0.0371
"read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",75.0,0.0075
"read trade journals and professional literature to stay informed on trends, innovations, and changes that affect media planning.",70.0,0.006999999999999999
"read work orders, blueprints, plans, datasheets or site drawings to determine work to be done.",15.0,0.0015
"read written materials, such as legal documents, scientific works, or news reports, and rewrite material into specified languages.",4254.0,0.4254
"read, evaluate and edit manuscripts or other materials submitted for publication and confer with authors regarding changes in content, style or organization, or publication.",1286.0,0.1286
receive and respond to customer complaints.,19.0,0.0019000000000000002
"receive and store food supplies, equipment, and utensils in refrigerators, cupboards, and other storage areas.",39.0,0.0039
"receive charge slips or credit applications by mail, or receive information from salespeople or merchants by telephone.",47.0,0.004699999999999999
"receive payment by cash, check, credit cards, vouchers, or automatic debits.",132.0,0.013200000000000002
receive payment or obtain credit authorization.,78.0,0.0078
"receive, record, and authorize requests for disbursements in accordance with company policies and procedures.",18.0,0.0018
"receive, relay, and act upon instructions and inquiries from train operations and customer service center personnel.",26.0,0.0026
"recommend actions related to historical art, such as which items to add to a collection or which items to display in an exhibit.",85.0,0.0085
"recommend actions to ensure compliance with laws and regulations, or to protect solvency of institutions.",20.0,0.002
"recommend and explain the use of cosmetics, lotions, and creams to soften and lubricate skin and enhance and restore natural appearance.",108.0,0.010799999999999999
recommend and provide advice on a wide variety of products and services.,851.0,0.0851
recommend assistive devices according to patients' needs or nature of impairments.,26.0,0.0026
recommend changes that could improve service and increase operational efficiency.,72.0,0.0072
"recommend changes to curricula or delivery methods, based on information such as instructional effectiveness data, current or future performance requirements, feasibility, and costs.",29.0,0.0029
"recommend changes to improve systems and network configurations, and determine hardware or software requirements related to such changes.",75.0,0.0075
recommend design modifications to eliminate machine or system malfunctions.,63.0,0.0063
recommend diagnostic tests based on patients' histories and physical examination findings.,24.0,0.0024000000000000002
"recommend educational materials or resources to clients on matters such as financial planning, budgeting, or credit.",384.0,0.038400000000000004
"recommend financial products, such as stocks, bonds, mutual funds, or insurance.",1842.0,0.1842
recommend improvements in security systems or procedures.,74.0,0.0073999999999999995
"recommend instructional methods, such as individual or group instruction, self-study, lectures, demonstrations, simulation exercises, and role-playing, appropriate for content and learner characteristics.",29.0,0.0029
"recommend investments and investment timing to companies, investment firm staff, or the public.",270.0,0.027
recommend merchandise or services that will meet customers' needs.,130.0,0.013
"recommend methods for improving utilization of personnel, material, and utilities.",42.0,0.0042
recommend methods to increase lifestyle physical activity.,315.0,0.0315
recommend new equipment or software packages.,211.0,0.0211
recommend new systems and processes to improve operations.,61.0,0.0060999999999999995
"recommend optimal transportation modes, routing, equipment, or frequency.",18.0,0.0018
"recommend preservation procedures, such as control of temperature and humidity, to curatorial and building staff.",15.0,0.0015
recommend procedures or equipment or software upgrades to increase data accessibility or ease of use.,43.0,0.0043
"recommend products to customers, based on customers' needs and interests.",108.0,0.010799999999999999
"recommend purchase of new or improved technology, such as automated systems.",52.0,0.0052
recommend purchase of storage equipment and design area layout to locate equipment in space available.,32.0,0.0031999999999999997
"recommend special diets to improve athletes' health, increase their stamina, or alter their weight.",52.0,0.0052
"recommend strategies for clients to meet their financial goals, such as borrowing money through loans or loan programs, declaring bankruptcy, making budget adjustments, or enrolling in debt management plans.",1103.0,0.11030000000000001
recommend the use of vitamin and mineral supplements to enhance the health of patients and children.,357.0,0.0357
"recommend to clients strategies in cash management, insurance coverage, investment planning, or other areas to help them achieve their financial goals.",34.0,0.0034
recommend treatment and prevention methods for pest problems to clients.,29.0,0.0029
"recommend, select, and help locate or obtain merchandise based on customer needs and desires.",1157.0,0.1157
"reconcile account-related statements, such as quarterly or annual statements or confirmations.",44.0,0.0044
reconcile records of bank transactions.,38.0,0.0038000000000000004
"record and compile operational data by completing and maintaining forms, logs, or reports.",47.0,0.004699999999999999
"record and edit audio material, such as movie soundtracks, using audio recording and editing equipment.",22.0,0.0022
record and edit the minutes of meetings and distribute to appropriate officials or staff members.,54.0,0.005399999999999999
record facts to prepare reports that document incidents and activities.,38.0,0.0038000000000000004
record food and fluid intake and output.,117.0,0.0117
record information about financial status of customers and status of collection efforts.,34.0,0.0034
"record information relating to animal genealogy, feeding schedules, appearance, behavior, or breeding.",15.0,0.0015
"record information such as computer operating time, problems that occurred, and actions taken.",396.0,0.039599999999999996
"record information such as personnel, production, or operational data on specified forms or reports.",45.0,0.0045000000000000005
"record information, such as the number of products tested, meter readings, or dates and times of product production.",45.0,0.0045000000000000005
"record laboratory or field data, including numerical data, test results, photographs, or summaries of visual observations.",102.0,0.0102
"record messages, suggesting rewording for clarity or conciseness.",169.0,0.0169
record symbols on computer storage media and use computer aided transcription to translate and display them as text.,129.0,0.012899999999999998
"record test data and prepare reports, summaries, or charts that interpret test results.",44.0,0.0044
"record the exact locations and conditions of artifacts uncovered in diggings or surveys, using drawings and photographs as necessary.",103.0,0.0103
"record, review, and compile operations records, test results, and gauge readings such as temperatures, pressures, concentrations, and flows.",16.0,0.0015999999999999999
recruit staff members.,36.0,0.0036
"recruit, interview, and select employees.",36.0,0.0036
"refer clients to services, such as eye care, health care, rehabilitation, and counseling, to enhance visual and life functioning or when condition exceeds scope of practice.",53.0,0.0053
"refer exporters to experts in areas such as trade financing, international marketing, government export requirements, international banking, or marine insurance.",17.0,0.0017
refer patients to appropriate health care services or resources.,103.0,0.0103
refer patients to medical specialists or other practitioners when necessary.,27.0,0.0026999999999999997
"refer patients to medical specialists, social services or other professionals as appropriate.",39.0,0.0039
refer qualified counselees to employers or employment services for job placement.,69.0,0.0069
"refer to reference materials, such as dictionaries, lexicons, encyclopedias, and computerized terminology banks, as needed to ensure translation accuracy.",23.0,0.0023
"refer to schematic drawings, product manuals, and troubleshooting guides to diagnose and repair problems.",28.0,0.0028
"reformat documents, moving paragraphs or columns.",3626.0,0.3626
"regulate volume level and sound quality during recording sessions, using control consoles.",18.0,0.0018
reinstall software programs or adjust settings on existing software to fix machine malfunctions.,1849.0,0.1849
relay credit report information to subscribers by mail or by telephone.,98.0,0.0098
"relay information and messages to and from emergency sites, to law enforcement agencies, and to all other individuals or groups requiring notification.",17.0,0.0017
"remove and replace defective components and parts such as conductors, resistors, semiconductors, and integrated circuits, using soldering irons, wire cutters, and hand tools.",37.0,0.0036999999999999997
"render drawings, illustrations, and sketches of buildings, manufactured products, or models, working from sketches, blueprints, memory, models, or reference materials.",16.0,0.0015999999999999999
render sequential drawings that can be turned into animated films or advertisements.,26.0,0.0026
rent or lease properties on behalf of clients.,45.0,0.0045000000000000005
rent properties or manage rental properties.,100.0,0.01
"repair circuits, wiring, and soldering, using soldering irons and hand tools to install parts and adjust connections.",27.0,0.0026999999999999997
"repair leaks in plumbing or gas lines, using caulking compounds and plastic or copper pipe.",27.0,0.0026999999999999997
"repair or replace wiring, equipment, or fixtures, using hand tools or power tools.",19.0,0.0019000000000000002
"repair or service heating, ventilating, and air conditioning (hvac) systems to improve efficiency, such as by changing filters, cleaning ducts, or refilling non-toxic refrigerants.",41.0,0.0041
"repair, replace, and maintain furnace equipment as needed, using hand tools.",16.0,0.0015999999999999999
"repair, rework, or calibrate hydraulic or pneumatic assemblies or systems to meet operational specifications or tolerances.",26.0,0.0026
replace and clean electrical or electronic components.,20.0,0.002
report all positions or trading results.,19.0,0.0019000000000000002
"report any pertinent information to the proper authorities in cases of child endangerment, neglect, or abuse.",74.0,0.0073999999999999995
"report news stories for publication or broadcast, describing the background and details of events.",67.0,0.0067
"report on specialized fields such as medicine, green technology, environmental issues, science, politics, sports, arts, consumer affairs, business, religion, crime, or education.",188.0,0.018799999999999997
report results of statistical analyses in peer-reviewed papers and technical manuals.,120.0,0.012
"report results of statistical analyses, including information in the form of graphs, charts, and tables.",339.0,0.0339
represent company at trade association meetings to promote products.,111.0,0.0111
represent organizations before domestic or international regulatory agencies on major policy matters or decisions regarding company products.,52.0,0.0052
research a story's background information to provide complete and accurate information.,24.0,0.0024000000000000002
"research and analyze laws, regulations, policies, and precedent decisions to prepare for hearings and to determine conclusions.",126.0,0.0126
research and analyze member or community needs to determine program directions and goals.,109.0,0.0109
"research and analyze reference materials, and consult with interested parties in order to develop new products or modify existing designs.",53.0,0.0053
research and control animal selection and breeding practices to increase production efficiency and improve animal quality.,17.0,0.0017
research and identify potential customers for products or services.,601.0,0.0601
"research and prepare manuscripts in support of public programming and the development of exhibits at historic sites, museums, libraries, and archives.",54.0,0.005399999999999999
research and record the origins and historical significance of archival materials.,50.0,0.005
research and test new or modified hardware or software products to determine performance and interoperability.,22.0,0.0022
research case law or outcomes of previous case hearings.,15.0,0.0015
"research current trends and new technology, such as printing production techniques, computer software, and design trends.",83.0,0.0083
research diseases to which animals could be susceptible.,16.0,0.0015999999999999999
"research equipment or component needs, sources, competitive prices, delivery times, or ongoing operational costs.",33.0,0.0033000000000000004
research hardware or software products to meet technical networking or security needs.,419.0,0.0419
research how characteristics of plants or animals are carried through successive generations.,80.0,0.008
research information requested by farmers.,51.0,0.0051
"research laws, court decisions, documents, opinions, briefs, or other information related to cases before the court.",35.0,0.0034999999999999996
"research laws, regulations, policies, or precedent decisions to prepare for hearings.",86.0,0.0086
research legal issues and write opinions on the issues.,90.0,0.009000000000000001
research new financial products or analytics to determine their usefulness.,39.0,0.0039
research new software or design concepts.,32.0,0.0031999999999999997
"research new technologies by attending seminars, reading trade articles, or taking classes, and implement or recommend the implementation of new technologies.",91.0,0.0091
"research or develop analytical tools to address issues such as portfolio construction or optimization, performance measurement, attribution, profit and loss measurement, or pricing models.",885.0,0.08850000000000001
"research or implement green automotive technologies involving alternative fuels, electric or hybrid cars, or lighter or more fuel-efficient vehicles.",18.0,0.0018
research or investigate products to be presented to prepare for demonstrations.,25.0,0.0025
"research or recommend textbooks, software, equipment, or other learning materials to complement tutoring.",260.0,0.026
"research particular roles to find out more about a character, or the time and place in which a piece is set.",57.0,0.0057
"research production topics using the internet, video archives, and other informational sources.",277.0,0.027700000000000002
"research reference materials, analyze production data, and consult with interested parties to develop ideas for new products.",15.0,0.0015
"research the chemical effects of substances, such as drugs, serums, hormones, or food, on tissues or vital processes.",26.0,0.0026
"research the history of a particular country or region, or of a specific time period.",86.0,0.0086
"research use of bacteria and microorganisms to develop vitamins, antibiotics, amino acids, grain alcohol, sugars, and polymers.",19.0,0.0019000000000000002
"research, compile, analyze and organize information from maps, reports, investigations, and books for use in reports and special projects.",1032.0,0.10319999999999999
"research, compile, and prepare reports, manuals, correspondence, or other information required by management or governmental agencies.",117.0,0.0117
"research, design, evaluate, install, operate, or maintain mechanical products, equipment, systems or processes to meet requirements.",15.0,0.0015
"research, document, rate, or select alternatives for web architecture or technologies.",68.0,0.0068
"research, evaluate, and prepare recommendations on curricula, instructional methods, and materials for school systems.",111.0,0.0111
"research, select, or apply sensors, communication technologies, or control devices for motion control, position sensing, pressure sensing, or electronic communication.",34.0,0.0034
"resolve any problems with itineraries, service, or accommodations.",18.0,0.0018
resolve customer complaints or answer customers' questions regarding policies and procedures.,106.0,0.0106
resolve customer complaints regarding sales and service.,145.0,0.0145
resolve customer complaints regarding worker performance or services rendered.,31.0,0.0031000000000000003
resolve customer complaints.,15.0,0.0015
resolve customer or employee complaints.,20.0,0.002
"resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",77.0,0.0077
resolve discrepancies in accounting records.,137.0,0.0137
"resolve problems concerning transportation, logistics systems, imports or exports, or customer issues.",35.0,0.0034999999999999996
resolve questions or problems with customs officials.,25.0,0.0025
"respond to customer complaints, legal inquiries, payment negotiations, or other post-service matters.",41.0,0.0041
"respond to customer complaints, taking action as necessary.",77.0,0.0077
respond to customer inquiries or complaints.,3001.0,0.30010000000000003
respond to customers' or shippers' questions and complaints regarding storage and distribution services.,68.0,0.0068
respond to general inquiries or requests from the public.,1237.0,0.1237
"respond to passengers' questions, requests, or complaints.",20.0,0.002
respond to program error messages by finding and correcting problems or terminating the program.,648.0,0.0648
respond to public inquiries and complaints.,85.0,0.0085
respond to public suggestions and complaints.,19.0,0.0019000000000000002
"respond to questions and inquiries, such as those concerning service charges and capacity fees, or refer them to supervisors.",71.0,0.0071
respond to requests for information from the media or designate an appropriate spokesperson or information source.,99.0,0.009899999999999999
"respond to requests for information from the public, other municipalities, state officials, or state and federal legislative offices.",80.0,0.008
"respond to user email inquiries, or set up automated systems to send responses.",118.0,0.0118
retrieve information from central databases for storage in a library's computer.,224.0,0.0224
"retrieve patient medical records for physicians, technicians, or other medical personnel.",54.0,0.005399999999999999
"retrieve, separate and sort program output as needed, and send data to specified users.",204.0,0.0204
return assignments to students in accordance with established deadlines.,16.0,0.0015999999999999999
"review advertising trends, consumer surveys, and other data regarding marketing of goods and services to determine the best way to promote products.",23.0,0.0023
"review all regulatory agency submission materials to ensure timeliness, accuracy, comprehensiveness, or compliance with regulatory standards.",46.0,0.0046
review all securities transactions to ensure accuracy of information and conformance to governing agency regulations.,22.0,0.0022
"review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",3412.0,0.3412
"review and analyze new, proposed, or revised laws, regulations, policies, and procedures to interpret their meaning and determine their impact.",559.0,0.055900000000000005
review and approve proofs submitted by composing room prior to publication production.,500.0,0.05
"review and edit transcribed reports or dictated material for spelling, grammar, clarity, consistency, and proper medical terminology.",149.0,0.014899999999999998
"review and evaluate developed x-rays, video tape, or computer-generated information to determine if images are satisfactory for diagnostic purposes.",15.0,0.0015
"review and evaluate materials, using book reviews, catalogs, faculty recommendations, and current holdings to select and order print, audio-visual, and electronic resources.",20.0,0.002
"review and evaluate new and current programs to determine their efficiency, effectiveness, and compliance with state, local, and federal regulations and recommend any necessary modifications.",16.0,0.0015999999999999999
"review and interpret plans, blueprints, site layouts, specifications, or construction methods to ensure compliance to legal requirements and safety regulations.",40.0,0.004
"review and verify data, such as age, name, address, and principal sum and value of property on insurance applications and policies.",19.0,0.0019000000000000002
"review applications for site plans and permits and recommend approval, denial, modification, or further investigative action.",50.0,0.005
review assembled films or edited videotapes on screens or monitors to determine if corrections are necessary.,53.0,0.0053
review billing for accuracy.,64.0,0.0063999999999999994
"review blueprints, building codes, or specifications to determine work details or procedures.",53.0,0.0053
"review blueprints, sketches, or work orders to gather information about tasks to be completed.",51.0,0.0051
review books and journal articles for potential publication.,91.0,0.0091
review business trends to advise customers regarding expected fluctuations.,16.0,0.0015999999999999999
"review catalogs, industry periodicals, directories, trade journals, and internet sites and consult with other department personnel to locate necessary goods and services.",25.0,0.0025
"review changes to financial, family, or employment situations to determine whether changes to existing debt management plans, spending plans, or budgets are needed.",88.0,0.0088
"review class material with students by discussing text, working solutions to problems, or reviewing worksheets or other assignments.",12432.0,1.2432
"review complaints, petitions, motions, or pleadings that have been filed to determine issues involved or basis for relief.",57.0,0.0057
review completed construction drawings and cost estimates for accuracy and conformity to standards and regulations.,72.0,0.0072
"review data about material assets, net worth, liabilities, capital stock, surplus, income, and expenditures.",94.0,0.009399999999999999
"review development plans for transportation system effects, infrastructure requirements, or compliance with applicable transportation regulations.",24.0,0.0024000000000000002
"review documents such as purchase orders, sales tickets, charge slips, or hospital records to compute fees or charges due.",87.0,0.0087
review employment applications and job orders to match applicants with job requirements.,208.0,0.0208
review existing policies or legislation to identify environmental impacts.,16.0,0.0015999999999999999
"review files, records, and other documents to obtain information to respond to requests.",68.0,0.0068
review final layouts and suggest improvements as needed.,19.0,0.0019000000000000002
"review financial periodicals, stock and bond reports, business publications, or other material to identify potential investments for clients or to keep abreast of trends affecting market conditions.",42.0,0.0042
"review financial statements, sales or activity reports, or other performance data to identify opportunities for cost reductions or service improvements.",98.0,0.0098
"review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",243.0,0.0243
review footage sequence by sequence to become familiar with it before assembling it into a final product.,26.0,0.0026
review grant applications or make funding recommendations.,38.0,0.0038000000000000004
"review instructional content, methods, and student evaluations to assess strengths and weaknesses, and to develop recommendations for course revision, development, or elimination.",619.0,0.0619
review insurance policy terms to determine whether a particular loss is covered by insurance.,110.0,0.011000000000000001
review insurance policy to determine coverage.,145.0,0.0145
review legal publications and perform database searches to identify laws and court decisions relevant to pending cases.,28.0,0.0028
"review manufacturer's instructions, manuals, technical specifications, building permits, and ordinances to determine communication equipment requirements and procedures.",23.0,0.0023
review manuscripts for publication in books and professional journals.,797.0,0.0797
review materials such as marketing literature or user manuals to ensure that regulatory agency requirements are met.,115.0,0.0115
"review menus and analyze recipes to determine labor and overhead costs, and assign prices to menu items.",18.0,0.0018
review offering documents or marketing materials to ensure regulatory compliance.,18.0,0.0018
"review operating practices and procedures to determine whether improvements can be made in areas such as workflow, reporting procedures, or expenditures.",319.0,0.0319
review operational records and reports to project sales and determine profitability.,18.0,0.0018
review or evaluate proposals or bids to make recommendations regarding awarding of contracts.,33.0,0.0033000000000000004
review or transmit images and information using picture archiving or communications systems.,16.0,0.0015999999999999999
"review or update web page content or links in a timely manner, using appropriate tools.",228.0,0.0228
review papers for colleagues and scientific journals.,86.0,0.0086
review papers for publication in journals.,206.0,0.0206
