styrk08,platform,date_start,soc,task_name,pct,n_classified,directive_share,feedback_loop_share,task_iteration_share,validation_share,learning_share
2621,claude_ai,2026-02-05,25-4012,provide information from the institution's holdings to other curators and to the public.,0.0372,354.0,0.3079,0.0,0.2147,0.0424,0.435
2621,claude_ai,2026-02-05,25-4012,"plan and organize the acquisition, storage, and exhibition of collections and related materials, including the selection of exhibition themes and designs, and develop or install exhibit materials.",0.0215,191.0,0.5131,0.0,0.4869,0.0,0.0
2621,claude_ai,2026-02-05,25-4011,provide reference services and assistance for users needing archival materials.,0.0131,119.0,0.3445,0.0,0.2437,0.0,0.4118
2621,claude_ai,2026-02-05,25-4012,plan and conduct special research projects in area of interest or expertise.,0.0125,116.0,0.3017,0.0,0.4741,0.0,0.2241
2621,claude_ai,2026-02-05,25-4012,"write and review grant proposals, journal articles, institutional reports, and publicity materials.",0.0109,97.0,0.2268,0.0,0.7732,0.0,0.0
2621,claude_ai,2026-02-05,25-4012,"study, examine, and test acquisitions to authenticate their origin, composition, history, and to assess their current value.",0.0074,45.0,0.5111,0.0,0.0,0.0,0.4889
2621,claude_ai,2026-02-05,25-4011,research and record the origins and historical significance of archival materials.,0.005,41.0,0.3659,0.0,0.0,0.0,0.6341
2621,claude_ai,2026-02-05,25-4011,"prepare archival records, such as document descriptions, to allow easy access to information.",0.0048,43.0,0.6047,0.0,0.3953,0.0,0.0
2621,claude_ai,2026-02-05,25-4011,"create and maintain accessible, retrievable computer archives and databases, incorporating current advances in electronic information storage technology.",0.0038,18.0,1.0,0.0,0.0,0.0,0.0
2621,claude_ai,2026-02-05,25-4012,"schedule events and organize details, including refreshment, entertainment, decorations, and the collection of any fees.",0.003,16.0,0.0,0.0,1.0,0.0,0.0
2622,claude_ai,2026-02-05,25-4021,"search standard reference materials, including online sources and the internet, to answer patrons' reference questions.",0.128,1256.0,0.3639,0.0287,0.117,0.0621,0.4283
2622,claude_ai,2026-02-05,25-4021,analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,0.0633,604.0,0.394,0.0,0.0331,0.0,0.5728
2622,claude_ai,2026-02-05,25-9011,"develop preproduction ideas and incorporate them into outlines, scripts, story boards, and graphics.",0.0464,440.0,0.5455,0.0,0.4545,0.0,0.0
2622,claude_ai,2026-02-05,25-4021,"design information storage and retrieval systems and develop procedures for collecting, organizing, interpreting, and classifying information.",0.0292,287.0,0.2787,0.0523,0.2997,0.0523,0.3171
2622,claude_ai,2026-02-05,25-9011,produce rough and finished graphics and graphic designs.,0.0217,397.0,0.4131,0.0,0.5466,0.0403,0.0
2622,claude_ai,2026-02-05,25-9011,narrate presentations and productions.,0.0201,181.0,0.4199,0.0,0.1492,0.0,0.4309
2622,claude_ai,2026-02-05,25-9011,"instruct users in the selection, use, and design of audio-visual materials and assist them in the preparation of instructional materials and the rehearsal of presentations.",0.0147,127.0,0.315,0.0,0.189,0.0,0.4961
2622,claude_ai,2026-02-05,25-4021,"author or publish professional articles, internal documents, and instructional materials.",0.0081,78.0,0.4872,0.0,0.5128,0.0,0.0
2622,claude_ai,2026-02-05,25-4021,"respond to customer complaints, taking action as necessary.",0.0077,50.0,0.48,0.0,0.52,0.0,0.0
2622,claude_ai,2026-02-05,25-4021,"teach library patrons basic computer skills, such as searching computerized databases.",0.0068,50.0,0.0,0.0,0.0,0.0,1.0
2622,claude_ai,2026-02-05,25-9011,"set up, adjust, and operate audio-visual equipment, such as cameras, film and slide projectors, and recording equipment, for meetings, events, classes, seminars, and video conferences.",0.0063,36.0,0.5556,0.0,0.0,0.0,0.4444
2622,claude_ai,2026-02-05,25-4021,write proposals for research or project grants.,0.0051,33.0,1.0,0.0,0.0,0.0,0.0
2622,claude_ai,2026-02-05,25-4021,"develop, maintain, and troubleshoot information access aids, such as databases, annotated bibliographies, web pages, electronic pathfinders, software programs, and online tutorials.",0.005,18.0,0.0,0.0,0.0,0.0,1.0
2622,claude_ai,2026-02-05,25-9011,"develop manuals, texts, workbooks, or related materials for use in conjunction with production materials.",0.0047,45.0,0.3556,0.0,0.6444,0.0,0.0
2622,claude_ai,2026-02-05,25-9011,"determine formats, approaches, content, levels, and mediums necessary to meet production objectives effectively and within budgetary constraints.",0.0039,29.0,1.0,0.0,0.0,0.0,0.0
2631,claude_ai,2026-02-05,19-3011,"provide advice and consultation on economic relationships to businesses, public and private agencies, and other employers.",0.07,684.0,0.155,0.0468,0.2968,0.098,0.4035
2631,claude_ai,2026-02-05,19-3011,"compile, analyze, and report data to explain economic phenomena and forecast market trends, applying mathematical models and statistical techniques.",0.0329,311.0,0.4405,0.0,0.1833,0.0,0.3762
2631,claude_ai,2026-02-05,19-3011,write technical documents or academic articles to communicate study results or economic forecasts.,0.0195,180.0,0.3944,0.0,0.4167,0.0,0.1889
2631,claude_ai,2026-02-05,19-3011,"study economic and statistical data in area of specialization, such as finance, labor, or agriculture.",0.0112,102.0,0.3627,0.0,0.1667,0.0,0.4706
2631,claude_ai,2026-02-05,19-3011,supervise research projects and students' study projects.,0.0083,68.0,0.4412,0.0,0.5588,0.0,0.0
2631,claude_ai,2026-02-05,19-3011,conduct research on economic issues and disseminate research findings through technical reports or scientific articles in journals.,0.0071,32.0,0.0,0.0,0.0,0.0,1.0
2631,claude_ai,2026-02-05,19-3011,"formulate recommendations, policies, or plans to solve economic problems or to interpret markets.",0.0059,41.0,0.439,0.0,0.0,0.0,0.561
2632,claude_ai,2026-02-05,19-3091,write about and present research findings for a variety of specialized and general audiences.,0.0636,617.0,0.081,0.0,0.0729,0.0,0.846
2632,claude_ai,2026-02-05,19-3091,"write, present, and publish reports that record site history, methodology, and artifact analysis results, along with recommendations for conserving and interpreting findings.",0.0452,445.0,0.3146,0.0337,0.218,0.1011,0.3326
2632,claude_ai,2026-02-05,19-3041,prepare publications and reports containing research findings.,0.0359,330.0,0.4091,0.0,0.5,0.0,0.0909
2632,claude_ai,2026-02-05,19-3091,"explain the origins and physical, social, or cultural development of humans, including physical attributes, cultural traditions, beliefs, languages, resource management practices, and settlement patterns.",0.0328,302.0,0.2086,0.0,0.1291,0.0,0.6623
2632,claude_ai,2026-02-05,19-3041,"develop, implement, and evaluate methods of data collection, such as questionnaires or interviews.",0.0181,158.0,0.5823,0.0,0.2785,0.0,0.1392
2632,claude_ai,2026-02-05,19-3041,"develop approaches to the solution of groups' problems, based on research findings in sociology and related disciplines.",0.0178,157.0,0.1401,0.0,0.293,0.0,0.5669
2632,claude_ai,2026-02-05,19-3041,"plan and conduct research to develop and test theories about societal issues such as crime, group relations, poverty, and aging.",0.0162,136.0,0.0,0.0,0.2059,0.0,0.7941
2632,claude_ai,2026-02-05,19-3092,write and present reports of research findings.,0.0154,140.0,0.3071,0.0,0.3571,0.0,0.3357
2632,claude_ai,2026-02-05,19-3041,"develop problem intervention procedures, using techniques such as interviews, consultations, role playing, and participant observation of group interactions.",0.0131,80.0,0.0,0.0,0.475,0.0,0.525
2632,claude_ai,2026-02-05,19-3091,"record the exact locations and conditions of artifacts uncovered in diggings or surveys, using drawings and photographs as necessary.",0.0103,83.0,0.5542,0.0,0.241,0.0,0.2048
2632,claude_ai,2026-02-05,19-3091,examine museum collections of hominid fossils to classify anatomical and physiological variations and to determine how they fit into evolutionary theory.,0.0101,75.0,0.0,0.0,0.0,0.0,1.0
2632,claude_ai,2026-02-05,19-3091,study archival collections of primary historical sources to help explain the origins and development of cultural patterns.,0.0087,80.0,0.275,0.0,0.1875,0.0,0.5375
2632,claude_ai,2026-02-05,19-3091,"study objects and structures recovered by excavation to identify, date, and authenticate them and to interpret their significance.",0.0085,63.0,0.3492,0.0,0.0,0.0,0.6508
2632,claude_ai,2026-02-05,19-3092,"gather and compile geographic data from sources including censuses, field observations, satellite imagery, aerial photographs, and existing maps.",0.0078,52.0,0.5769,0.0,0.4231,0.0,0.0
2632,claude_ai,2026-02-05,19-3091,formulate general rules that describe and predict the development and behavior of cultures and social institutions.,0.0067,51.0,0.0,0.0,0.0,0.0,1.0
2633,claude_ai,2026-02-05,19-3093,"organize information for publication and for other means of dissemination, such as use in cd-roms or internet sites.",0.3235,3161.0,0.5615,0.0108,0.3572,0.0155,0.055
2633,claude_ai,2026-02-05,19-3094,teach political science.,0.0872,858.0,0.1457,0.0,0.0828,0.0233,0.7483
2633,claude_ai,2026-02-05,19-3094,"interpret and analyze policies, public issues, legislation, or the operations of governments, businesses, and organizations.",0.0455,443.0,0.2167,0.0,0.1828,0.0609,0.5395
2633,claude_ai,2026-02-05,19-3094,"write drafts of legislative proposals, and prepare speeches, correspondence, and policy papers for governmental use.",0.0276,261.0,0.4291,0.0,0.5709,0.0,0.0
2633,claude_ai,2026-02-05,19-3093,"conduct historical research, and publish or present findings and theories.",0.0272,252.0,0.127,0.0,0.1468,0.0,0.7262
2633,claude_ai,2026-02-05,19-3094,"develop and test theories, using information from interviews, newspapers, periodicals, case law, historical papers, polls, or statistical sources.",0.0228,210.0,0.0,0.0,0.2143,0.1476,0.6381
2633,claude_ai,2026-02-05,19-3094,"collect, analyze, and interpret data such as election results and public opinion surveys, reporting on findings, recommendations, and conclusions.",0.0182,173.0,0.5838,0.0,0.0925,0.0,0.3237
2633,claude_ai,2026-02-05,19-3093,"gather historical data from sources such as archives, court records, diaries, news files, and photographs, as well as collect data sources such as books, pamphlets, and periodicals.",0.0124,118.0,0.3814,0.0,0.1864,0.0,0.4322
2633,claude_ai,2026-02-05,19-3093,"determine which topics to research, or pursue research topics specified by clients or employers.",0.012,69.0,0.7826,0.0,0.2174,0.0,0.0
2633,claude_ai,2026-02-05,19-3093,"teach and conduct research in colleges, universities, museums, and other research agencies and schools.",0.0115,93.0,0.172,0.0,0.0,0.0,0.828
2633,claude_ai,2026-02-05,19-3093,"trace historical development in a particular field, such as social, cultural, political, or diplomatic history.",0.011,82.0,0.0,0.0,0.0,0.0,1.0
2633,claude_ai,2026-02-05,19-3094,"disseminate research results through academic publications, written reports, or public presentations.",0.0097,83.0,0.0,0.0,0.0,0.0,1.0
2633,claude_ai,2026-02-05,19-3093,"research the history of a particular country or region, or of a specific time period.",0.0086,67.0,0.3731,0.0,0.0,0.0,0.6269
2633,claude_ai,2026-02-05,19-3093,"recommend actions related to historical art, such as which items to add to a collection or which items to display in an exhibit.",0.0085,68.0,0.4118,0.0,0.3676,0.2206,0.0
2633,claude_ai,2026-02-05,19-3099,prepare or review engineering studies or specifications.,0.0071,57.0,0.6316,0.0,0.3684,0.0,0.0
2634,claude_ai,2026-02-05,19-3031,"interact with clients to assist them in gaining insight, defining goals, and planning action to achieve effective personal, social, educational, and vocational development and adjustment.",0.4308,3825.0,0.1733,0.0505,0.1976,0.0931,0.4855
2634,claude_ai,2026-02-05,19-3031,"provide occupational, educational, and other information to individuals so that they can make educational and vocational plans.",0.3774,3716.0,0.2715,0.0248,0.2083,0.0288,0.4666
2634,claude_ai,2026-02-05,19-3032,counsel workers about job and career-related issues.,0.1973,1899.0,0.1106,0.0727,0.2717,0.1438,0.4013
2634,claude_ai,2026-02-05,19-3031,discuss the treatment of problems with clients.,0.1692,1365.0,0.0432,0.0952,0.1128,0.1216,0.6271
2634,claude_ai,2026-02-05,19-3032,"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",0.0869,850.0,0.1259,0.0529,0.3706,0.1235,0.3271
2634,claude_ai,2026-02-05,19-3032,"write articles, white papers, and reports to share research findings and educate others.",0.0584,565.0,0.1186,0.0,0.1239,0.0,0.7575
2634,claude_ai,2026-02-05,19-3031,advise clients on how they could be helped by counseling.,0.0462,398.0,0.1307,0.0528,0.0829,0.0678,0.6658
2634,claude_ai,2026-02-05,19-3032,"develop interview techniques, rating scales, and psychological tests used to assess skills, abilities, and interests for the purpose of employee selection, placement, and promotion.",0.0353,339.0,0.5103,0.0,0.41,0.0,0.0796
2634,claude_ai,2026-02-05,19-3032,write reports on research findings and implications to contribute to general knowledge and to suggest potential changes in organizational functioning.,0.0352,344.0,0.2878,0.0494,0.2645,0.1076,0.2907
2634,claude_ai,2026-02-05,19-3031,"identify psychological, emotional, or behavioral issues and diagnose disorders, using information obtained from interviews, tests, records, and reference materials.",0.0311,289.0,0.0692,0.0,0.0796,0.0,0.8512
2634,claude_ai,2026-02-05,19-3031,"counsel individuals and groups regarding problems, such as stress, substance abuse, and family situations, to modify behavior or to improve personal, social, and vocational adjustment.",0.0277,253.0,0.0751,0.0672,0.1146,0.0,0.7431
2634,claude_ai,2026-02-05,19-3031,"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",0.0203,184.0,0.1902,0.0,0.2283,0.0,0.5815
2634,claude_ai,2026-02-05,19-3031,"collect and analyze data to evaluate the effectiveness of academic programs and other services, such as behavioral management systems.",0.0175,149.0,0.5503,0.0,0.4497,0.0,0.0
2634,claude_ai,2026-02-05,19-3031,provide psychological or administrative services and advice to private firms and community agencies regarding mental health programs or individual cases.,0.0174,163.0,0.1779,0.0,0.1227,0.0,0.6994
2634,claude_ai,2026-02-05,19-3032,provide advice on best practices and implementation for selection.,0.0172,159.0,0.2453,0.0,0.2893,0.1006,0.3648
2635,claude_ai,2026-02-05,21-1014,guide clients in the development of skills or strategies for dealing with their problems.,0.4704,4374.0,0.1911,0.0592,0.2684,0.1072,0.374
2635,claude_ai,2026-02-05,21-1014,"encourage clients to express their feelings and discuss what is happening in their lives, helping them to develop insight into themselves or their relationships.",0.0815,710.0,0.0239,0.038,0.0958,0.0761,0.7662
2635,claude_ai,2026-02-05,21-1013,encourage individuals and family members to develop and use skills and strategies for confronting their problems in a constructive manner.,0.0751,669.0,0.1779,0.0912,0.2586,0.1061,0.3662
2635,claude_ai,2026-02-05,21-1011,"provide clients or family members with information about addiction issues and about available services or programs, making appropriate referrals when necessary.",0.0421,408.0,0.1593,0.0515,0.0931,0.0392,0.6569
2635,claude_ai,2026-02-05,21-1013,ask questions that will help clients identify their feelings and behaviors.,0.0208,152.0,0.0,0.0,0.1316,0.0,0.8684
2635,claude_ai,2026-02-05,21-1015,"locate barriers to client employment, such as inaccessible work sites, inflexible schedules, and transportation problems, and work with clients to develop strategies for overcoming these barriers.",0.0206,203.0,0.1182,0.1724,0.3153,0.1182,0.2759
2635,claude_ai,2026-02-05,21-1011,"instruct others in program methods, procedures, or functions.",0.019,170.0,0.2647,0.0,0.1647,0.0,0.5706
2635,claude_ai,2026-02-05,21-1014,"counsel clients or patients, individually or in group sessions, to assist in overcoming dependencies, adjusting to life, or making changes.",0.0188,344.0,0.0785,0.0,0.1163,0.0523,0.7529
2635,claude_ai,2026-02-05,21-1011,"counsel clients or patients, individually or in group sessions, to assist in overcoming dependencies, adjusting to life, or making changes.",0.0188,344.0,0.0785,0.0,0.1163,0.0523,0.7529
2635,claude_ai,2026-02-05,21-1022,"counsel clients and patients in individual and group sessions to help them overcome dependencies, recover from illness, and adjust to life.",0.0154,101.0,0.0,0.0,0.0,0.0,1.0
2635,claude_ai,2026-02-05,21-1013,"provide instructions to clients on how to obtain help with legal, financial, and other personal issues.",0.0143,127.0,0.2992,0.0,0.1496,0.0,0.5512
2635,claude_ai,2026-02-05,21-1013,"provide public education and consultation to other professionals or groups regarding counseling services, issues, and methods.",0.0116,110.0,0.1636,0.0,0.1909,0.0,0.6455
2635,claude_ai,2026-02-05,21-1023,"educate clients or community members about mental or physical illness, abuse, medication, or available community resources.",0.0111,90.0,0.0,0.0,0.0,0.0,1.0
2635,claude_ai,2026-02-05,21-1014,"plan, organize, or lead structured programs of counseling, work, study, recreation, or social activities for clients.",0.0097,90.0,0.6,0.0,0.4,0.0,0.0
2635,claude_ai,2026-02-05,21-1014,"collect information about clients through interviews, observation, or tests.",0.0096,78.0,0.5769,0.0,0.0,0.0,0.4231
2636,claude_ai,2026-02-05,21-2011,"read from sacred texts such as the bible, torah, or koran.",0.2469,2430.0,0.3358,0.0086,0.1856,0.0358,0.4342
2636,claude_ai,2026-02-05,21-2011,"share information about religious issues by writing articles, giving speeches, or teaching.",0.0827,811.0,0.2861,0.0,0.2392,0.0469,0.4279
2636,claude_ai,2026-02-05,21-2011,prepare and deliver sermons or other talks.,0.0523,508.0,0.4882,0.0,0.4724,0.0,0.0394
2636,claude_ai,2026-02-05,21-2011,"counsel individuals or groups concerning their spiritual, emotional, or personal needs.",0.0369,343.0,0.2711,0.0,0.2012,0.0583,0.4694
2636,claude_ai,2026-02-05,21-2021,"counsel individuals regarding interpersonal, health, financial, or religious problems.",0.0226,201.0,0.1592,0.0,0.1592,0.1045,0.5771
2636,claude_ai,2026-02-05,21-2021,"locate and distribute resources, such as periodicals or curricula, to enhance the effectiveness of educational programs.",0.0154,149.0,0.4362,0.0,0.1409,0.0,0.4228
2636,claude_ai,2026-02-05,21-2021,develop or direct study courses or religious education programs within congregations.,0.013,120.0,0.4917,0.0,0.5083,0.0,0.0
2636,claude_ai,2026-02-05,21-2011,pray and promote spirituality.,0.0085,76.0,0.6579,0.0,0.3421,0.0,0.0
2636,claude_ai,2026-02-05,21-2011,prepare people for participation in religious ceremonies.,0.0082,81.0,0.2469,0.0,0.3704,0.0,0.3827
2636,claude_ai,2026-02-05,21-2021,"interpret religious education activities to the public through speaking, leading discussions, or writing articles for local or national publications.",0.0066,60.0,0.45,0.0,0.55,0.0,0.0
2636,claude_ai,2026-02-05,21-2021,"schedule special events such as camps, conferences, meetings, seminars, or retreats.",0.0065,63.0,0.2857,0.0,0.7143,0.0,0.0
2636,claude_ai,2026-02-05,21-2011,plan or lead religious education programs.,0.0056,48.0,0.625,0.0,0.375,0.0,0.0
2636,claude_ai,2026-02-05,21-2021,identify and recruit potential volunteer workers.,0.0054,50.0,0.56,0.0,0.44,0.0,0.0
2636,claude_ai,2026-02-05,21-2011,"study and interpret religious laws, doctrines, or traditions.",0.0047,37.0,0.0,0.0,0.0,0.0,1.0
2636,claude_ai,2026-02-05,21-2011,"organize or engage in interfaith, community, civic, educational, or recreational activities sponsored by or related to religious programs.",0.0038,37.0,0.5405,0.0,0.4595,0.0,0.0
2641,claude_ai,2026-02-05,27-3041,"prepare, rewrite and edit copy to improve readability, or supervise others who do this work.",1.4107,13963.0,0.3077,0.0092,0.6448,0.0227,0.0157
2641,claude_ai,2026-02-05,27-3042,"edit, standardize, or make changes to material prepared by other writers or establishment personnel.",0.9113,8958.0,0.3516,0.0056,0.5768,0.0468,0.0192
2641,claude_ai,2026-02-05,27-3043,"develop factors such as themes, plots, characterizations, psychological analyses, historical environments, action, and dialogue, to create material.",0.7843,7556.0,0.5126,0.0126,0.4432,0.0109,0.0208
2641,claude_ai,2026-02-05,27-3043,"write advertising copy for use by publication, broadcast, or internet media to promote the sale of goods and services.",0.6015,5986.0,0.2486,0.0079,0.7234,0.0125,0.0077
2641,claude_ai,2026-02-05,27-3043,"edit or rewrite existing copy as necessary, and submit copy for approval by supervisor.",0.5232,5201.0,0.3534,0.0,0.5587,0.0838,0.004
2641,claude_ai,2026-02-05,27-3041,"read, evaluate and edit manuscripts or other materials submitted for publication and confer with authors regarding changes in content, style or organization, or publication.",0.1286,1262.0,0.2401,0.0158,0.4073,0.2552,0.0816
2641,claude_ai,2026-02-05,27-3042,"organize material and complete writing assignment according to set standards regarding order, clarity, conciseness, style, and terminology.",0.1264,1249.0,0.3835,0.0136,0.4852,0.0352,0.0825
2641,claude_ai,2026-02-05,27-3043,"write narrative, dramatic, lyric, or other types of poetry for publication.",0.0946,905.0,0.4873,0.0,0.4729,0.0177,0.0221
2641,claude_ai,2026-02-05,27-3043,"write humorous material for publication, or for performances such as comedy routines, gags, and comedy shows.",0.0818,777.0,0.4685,0.0,0.5315,0.0,0.0
2641,claude_ai,2026-02-05,27-3043,"write articles, bulletins, sales letters, speeches, and other related informative, marketing and promotional material.",0.0786,771.0,0.4267,0.0,0.546,0.0,0.0272
2641,claude_ai,2026-02-05,27-3042,"review published materials and recommend revisions or changes in scope, format, content, and methods of reproduction and binding.",0.0573,546.0,0.196,0.0,0.3974,0.3168,0.0897
2641,claude_ai,2026-02-05,27-3041,review and approve proofs submitted by composing room prior to publication production.,0.05,466.0,0.2339,0.0,0.3412,0.367,0.0579
2641,claude_ai,2026-02-05,27-3043,adapt text to accommodate musical requirements of composers and singers.,0.0186,175.0,0.4286,0.0,0.5714,0.0,0.0
2641,claude_ai,2026-02-05,27-3043,"invent names for products and write the slogans that appear on packaging, brochures and other promotional material.",0.0161,153.0,0.2353,0.0,0.7647,0.0,0.0
2641,claude_ai,2026-02-05,27-3042,"select photographs, drawings, sketches, diagrams, and charts to illustrate material.",0.0141,125.0,0.44,0.0,0.44,0.0,0.12
2642,claude_ai,2026-02-05,27-3041,"prepare, rewrite and edit copy to improve readability, or supervise others who do this work.",1.4107,13963.0,0.3077,0.0092,0.6448,0.0227,0.0157
2642,claude_ai,2026-02-05,27-3022,"write reviews of literary, musical, or other artwork, based on knowledge, judgment, or experience.",0.1455,1372.0,0.285,0.0138,0.1997,0.1348,0.3666
2642,claude_ai,2026-02-05,27-3041,"read, evaluate and edit manuscripts or other materials submitted for publication and confer with authors regarding changes in content, style or organization, or publication.",0.1286,1262.0,0.2401,0.0158,0.4073,0.2552,0.0816
2642,claude_ai,2026-02-05,27-3041,review and approve proofs submitted by composing room prior to publication production.,0.05,466.0,0.2339,0.0,0.3412,0.367,0.0579
2642,claude_ai,2026-02-05,27-3022,"review written, audio, or video copy and correct errors in content, grammar, or punctuation, following prescribed editorial style and formatting guidelines.",0.0466,454.0,0.3282,0.0,0.5617,0.0661,0.0441
2642,claude_ai,2026-02-05,27-3022,"gather information about events through research, interviews, experience, or attendance at political, news, sports, artistic, social, or other functions.",0.0237,224.0,0.7946,0.0,0.0893,0.0,0.1161
2642,claude_ai,2026-02-05,27-3022,"report on specialized fields such as medicine, green technology, environmental issues, science, politics, sports, arts, consumer affairs, business, religion, crime, or education.",0.0188,172.0,1.0,0.0,0.0,0.0,0.0
2642,claude_ai,2026-02-05,27-3022,edit or assist in editing videos for broadcast.,0.0125,121.0,0.2397,0.0,0.7603,0.0,0.0
2642,claude_ai,2026-02-05,27-3022,"check reference materials, such as books, news files, or public records, to obtain relevant facts.",0.0122,107.0,0.4673,0.0,0.1402,0.0,0.3925
2642,claude_ai,2026-02-05,27-3041,"develop story or content ideas, considering reader or audience appeal.",0.0119,108.0,0.4722,0.0,0.5278,0.0,0.0
2642,claude_ai,2026-02-05,27-3041,make manuscript acceptance or revision recommendations to the publisher.,0.0081,75.0,0.2267,0.0,0.3867,0.3867,0.0
2642,claude_ai,2026-02-05,27-3022,"report news stories for publication or broadcast, describing the background and details of events.",0.0067,46.0,1.0,0.0,0.0,0.0,0.0
2642,claude_ai,2026-02-05,27-3022,revise work to meet editorial approval or to fit time or space requirements.,0.0064,62.0,0.3548,0.0,0.6452,0.0,0.0
2642,claude_ai,2026-02-05,27-3022,"communicate with readers, viewers, advertisers, or the general public via mail, email, or telephone.",0.0032,19.0,1.0,0.0,0.0,0.0,0.0
2642,claude_ai,2026-02-05,27-3041,"read material to determine index items and arrange them alphabetically or topically, indicating page or chapter location.",0.0028,16.0,1.0,0.0,0.0,0.0,0.0
2643,claude_ai,2026-02-05,27-3091,"read written materials, such as legal documents, scientific works, or news reports, and rewrite material into specified languages.",0.4254,4219.0,0.6016,0.0088,0.2956,0.0242,0.0699
2643,claude_ai,2026-02-05,27-3091,"proofread, edit, and revise translated materials.",0.227,2247.0,0.4326,0.0,0.3979,0.1696,0.0
2643,claude_ai,2026-02-05,27-3091,"translate messages simultaneously or consecutively into specified languages, orally or by using hand signs, maintaining message content, context, and style as much as possible.",0.0271,237.0,0.5274,0.0,0.2785,0.0,0.1941
2643,claude_ai,2026-02-05,27-3091,"compile terminology and information to be used in translations, including technical terms such as those for legal or medical material.",0.0094,92.0,0.4891,0.0,0.2283,0.0,0.2826
2643,claude_ai,2026-02-05,27-3091,"adapt translations to students' cognitive and grade levels, collaborating with educational team members as necessary.",0.0078,76.0,0.7763,0.0,0.2237,0.0,0.0
2643,claude_ai,2026-02-05,19-3099,prepare or review engineering studies or specifications.,0.0071,57.0,0.6316,0.0,0.3684,0.0,0.0
2643,claude_ai,2026-02-05,27-3091,discuss translation requirements with clients and determine any fees to be charged for services provided.,0.0059,47.0,0.3404,0.0,0.3404,0.0,0.3191
2643,claude_ai,2026-02-05,27-3091,"check original texts or confer with authors to ensure that translations retain the content, meaning, and feeling of the original material.",0.0044,24.0,0.0,0.0,1.0,0.0,0.0
2643,claude_ai,2026-02-05,27-3091,check translations of technical terms and terminology to ensure that they are accurate and remain consistent throughout translation revisions.,0.0044,19.0,0.0,0.0,1.0,0.0,0.0
2651,claude_ai,2026-02-05,27-1013,"create finished art work as decoration, or to elucidate or substitute for spoken or written messages.",0.0606,547.0,0.5174,0.0,0.4461,0.0,0.0366
2651,claude_ai,2026-02-05,27-1013,"use materials such as pens and ink, watercolors, charcoal, oil, or computer software to create artwork.",0.0583,567.0,0.4885,0.0423,0.4127,0.0,0.0564
2651,claude_ai,2026-02-05,27-1012,develop concepts or creative ideas for craft objects.,0.0459,391.0,0.4169,0.0,0.5269,0.0,0.0563
2651,claude_ai,2026-02-05,27-1013,"integrate and develop visual elements, such as line, space, mass, color, and perspective, to produce desired effects, such as the illustration of ideas, emotions, or moods.",0.0372,337.0,0.4866,0.0,0.451,0.0,0.0623
2651,claude_ai,2026-02-05,27-1012,confer with customers to assess customer needs or obtain feedback.,0.036,194.0,0.6392,0.0,0.2784,0.0,0.0825
2651,claude_ai,2026-02-05,27-1013,"create sketches, profiles, or likenesses of posed subjects or photographs, using any combination of freehand drawing, mechanical assembly kits, and computer imaging.",0.0356,221.0,0.6516,0.0,0.3484,0.0,0.0
2651,claude_ai,2026-02-05,27-1013,"monitor events, trends, and other circumstances, research specific subject areas, attend art exhibitions, and read art publications to develop ideas and keep current on art world activities.",0.0223,210.0,0.3429,0.0,0.2095,0.0857,0.3619
2651,claude_ai,2026-02-05,27-1013,"confer with clients, editors, writers, art directors, and other interested parties regarding the nature and content of artwork to be produced.",0.0128,102.0,0.5686,0.0,0.2353,0.0,0.1961
2651,claude_ai,2026-02-05,27-1012,"create functional or decorative objects by hand, using a variety of methods and materials.",0.007,54.0,0.0,0.0,0.7037,0.0,0.2963
2651,claude_ai,2026-02-05,27-1013,"maintain portfolios of artistic work to demonstrate styles, interests, and abilities.",0.0056,44.0,0.5455,0.0,0.4545,0.0,0.0
2651,claude_ai,2026-02-05,27-1013,"create and prepare sketches and model drawings of cartoon characters, providing details from memory, live models, manufactured products, or reference materials.",0.0042,22.0,1.0,0.0,0.0,0.0,0.0
2651,claude_ai,2026-02-05,27-1013,provide entertainment at special events by performing activities such as drawing cartoons.,0.0032,15.0,0.0,0.0,0.0,0.0,1.0
2652,claude_ai,2026-02-05,27-2041,"perform administrative tasks such as applying for grants, developing budgets, negotiating contracts, and designing and printing programs and other promotional materials.",0.046,431.0,0.3968,0.0,0.5592,0.0,0.0441
2652,claude_ai,2026-02-05,27-2042,"compose original music such as popular songs, symphonies, or sonatas.",0.0172,160.0,0.3625,0.0,0.6375,0.0,0.0
2652,claude_ai,2026-02-05,27-2041,"write changes directly into compositions, or use computer software to make changes.",0.015,127.0,0.3543,0.0,0.6457,0.0,0.0
2652,claude_ai,2026-02-05,27-2042,compose songs or create vocal arrangements.,0.0139,136.0,0.2868,0.0,0.7132,0.0,0.0
2652,claude_ai,2026-02-05,27-2041,"write music for commercial mediums, including advertising jingles or film soundtracks.",0.0072,42.0,0.0,0.0,1.0,0.0,0.0
2652,claude_ai,2026-02-05,27-2042,"interpret or modify music, applying knowledge of harmony, melody, rhythm, and voice production to individualize presentations and maintain audience interest.",0.0069,54.0,0.0,0.0,0.0,0.0,1.0
